"STUDY_ID","REVIEWERS","INCLUDE","AUTHORS","TITLE","SOURCE","VOLUME","LPAGE","UPAGE","DOI","YEAR","ABSTRACT","X"
"59","Alex 3","YES","Sorato, Enrico; Gullett, Philippa R.; Griffith, Simon C.; Russell, Andrew F.","Effects of predation risk on foraging behaviour and group size: adaptations in a social cooperative species","ANIMAL BEHAVIOUR","84","823","834","10.1016/j.anbehav.2012.07.003","2012","There is a divergence between models examining the evolution of group living in species in which groups are largely based on families and those based on fluid aggregations of nonrelatives. In the former, the onus has been on ecological and demographic factors that select for offspring philopatry; in the latter, the importance of factors such as foraging success and predation risk are more typically emphasized. We examined the association between predation risk and both group size and foraging behaviour in the chestnut-crowned babbler, Pomatostomus ruficeps, a family-living cooperatively breeding bird that does not appear to face classic ecological or demographic constraints on dispersal and breeding. Groups were more likely to encounter, and be attacked by, avian predators when dependent young were present. Large groups were also more likely to encounter a predator, but less likely to be attacked by it, consistent with a benefit of group living through early predator detection or confusion effects. In addition, the average risk of predation for a given individual was reduced in large groups compared to small ones, owing to the dilution effect. That predation might partly select for group living in this species is boosted by findings showing reductions in ground foraging and increases in sentinel behaviour when predation risk was higher. We conclude that predation might represent an important force selecting for sociality in chestnut-crowned babblers, and highlight the need for future studies to consider more explicitly inherent benefits to group living in the evolution of vertebrate cooperative breeding systems. 2012 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd.",NA
"60","Alex 3","NO","Ein-Dor, Tsachi; Mikulincer, Mario; Shaver, Phillip R.","Attachment Insecurities and the Processing of Threat-Related Information: Studying the Schemas Involved in Insecure People's Coping Strategies","JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY","101","78","93","10.1037/a0022503","2011","In 6 studies we examined procedural, scriptlike knowledge associated with 2 different kinds of attachment insecurity: anxiety and avoidance. The studies examined associations between attachment insecurities, the cognitive accessibility of sentinel and rapid fight flight schemas, and the extent to which these schemas guide the processing of threat-related information and actual behavior during an experimentally induced threatening event. Anxious attachment was associated with (a) greater accessibility of the sentinel schema in narratives of threatening events; (b) faster, deeper, and more schema-biased processing of information about components of the sentinel schema; and (c) quicker detection of a threat. Avoidant attachment was associated with greater accessibility of the rapid fight flight schema in narratives of threatening events and faster, deeper, and more schema-biased processing of information about components of the schema. We discuss implications of the findings for understanding the cognitive aspects of insecure people's coping strategies in threatening situations, as well as the potential benefits of these strategies to the people who enact them and to the groups to which they belong.",NA
"61","Alex 3","NO","WILLOCK T","SHORT GRASS SENTINELS","Animals (London)","14","412","417","","1972","",NA
"62","Alex 3","NO","Nagy, Rebecca K.; Schellhorn, Nancy A.; Zalucki, Myron P.","Fresh, frozen or fake: A comparison of predation rates measured by various types of sentinel prey","JOURNAL OF APPLIED ENTOMOLOGY","144","407","416","10.1111/jen.12745","2020","Arthropod predators and parasitoids support the health and functioning of the world's ecosystems, most notably by supplying biological control services to agricultural landscapes. Quantifying the impact that these organisms have on their prey can be challenging, as direct observation and measurement of arthropod predation is difficult. The use of sentinel prey is one method to measure predator impact; however, despite widespread use, few studies have compared predation on different prey types within a single experiment. This study evaluated the predation rates on four sentinel prey items in grass and wheat fields in south-east Queensland, Australia. Attack rates on live and dead Helicoverpa armigera eggs, and dead H. armigera larvae and artificial plasticine larvae, were compared and the predators that were attracted to each prey type were documented with the use of field cameras. There was no significant difference in predation rates between sentinel eggs, while dead larvae were significantly more attacked than artificial larvae. Prey were attacked by a diverse range of predators, including ants, beetles, various nymph and juvenile insects and small mammals. Different predators were active in grass and crop fields, with predator activity peaking around dawn and dusk. The same trends were observed within and between the two habitats studied, providing a measure of confidence in the sentinel prey method. A range of different sentinel prey types could be suitable for use in most comparative studies; however, each prey type has its own benefits and limitations, and these should be carefully evaluated to determine which is most suitable to address the research questions.",NA
"63","Alex 3","YES","Limparungpatthanakij, Wichyanan; Gale, George A.; Brockelman, Warren Y.; Round, Philip D.","Western striped squirrel Tamiops mcclellandii: A non-avian sentinel species of bird waves.","Raffles Bulletin of Zoology","65","474","481","","2018","The presence of avian sentinels in bird waves (mixed-species foraging flocks), which mob or alarm-call in response to predators, is widely recognised. Yet in the highly threatened lowland deciduous forests of South-east Asia, a mammal, the western striped squirrel Tamiops mcclellandii, which usually accompanied bird-waves, was a more obtrusive sentinel than any bird. It called most often in response to predators (40 out of 70 observations) and was the first species to emit alarm calls on 24 occasions (60%) where studied in Huai Kha Khaeng Wildlife Sanctuary, western Thailand. The squirrels fed in close proximity to drongos (Dicrurus spp.), suggesting they may benefit from the drongos' tendency to mob predators. Additionally, the drongos actively followed the bark-foraging squirrels in order to capture flushed arthropods. The presence of the western striped squirrel both helped reduce the need for vigilance among avian flock members and contributed to flock cohesion.",NA
"64","Alex 3","maybe","GASTON, AJ","SOCIAL-BEHAVIOR WITHIN GROUPS OF JUNGLE BABBLERS (TURDOIDES-STRIATUS)","ANIMAL BEHAVIOUR","25","828","848","10.1016/0003-3472(77)90036-7","1977","",NA
"65","Alex 3","maybe","Stotz, Douglas F.","Geographic variation in species composition of mixed species flocks in lowland humid forests in Brazil","Papeis Avulsos de Zoologia (Sao Paulo)","38","61","75","","1993","The composition and structure of flocks were studied at three Amazonian Brazilian sites and one site in Espirito Santo in the Atlantic Forest of Brazil. All sites have the antshrike, Thamnomanes caesius, which has been implicated as the key species in the creation and maintenance of understory flocks. At the Amazonian sites, the understory flocks with T. caesius are similar in composition among sites and very distinct from the canopy flocks. Canopy flocks are similar in composition across sites in Amazonia, but only at one site did a sentinel species, Lanio versicolor in Rondonia, play a significant role. Flocks in Espirito Santo differed substantially from Amazonian flocks. Flocks with T. caesius were not strongly differentiated from canopy flocks. Flocks were less stable and T. caesius appeared to play a less obvious role as a sentinel. The differences between flocks in Amazonia and Espirito Santo, as well as the absence of sentinel species in canopy flocks at two Amazonian sites suggests that the unusual stability of Amazonian flocks is not due primarily to the response of the flocks to the presence of sentinel species.",NA
"66","Alex 3","YES","Ridley, A. R.; Raihani, N. J.","Facultative response to a kleptoparasite by the cooperatively breeding pied babbler","BEHAVIORAL ECOLOGY","18","324","330","10.1093/beheco/arl092","2007","In many cases of interspecific kleptoparasitism, hosts develop defensive behaviors to minimize the impact of kleptoparasites. Because vigilance and defensive behaviors are often costly, selection should favor hosts that adjust the amount of investment needed to minimize losses to kleptoparasitism. However, examples of such facultative responses are rare. Here, we investigate the response of cooperatively breeding pied babblers (Turdoides bicolor) to the drongo (Dicrurus adsimilis), an avian kleptoparasite that regularly follows pied babbler groups, often giving alarm calls to alert the group to predators but also occasionally giving false alarm calls in order to steal food items. We show that pied babbler response to drongos varies markedly according to babbler group size. In small groups, where there are few individuals available to act as sentinels, babblers sentinel less when a drongo is present and respond strongly to drongo alarm calls. However, in large groups, where there are many individuals available to participate in predator vigilance, babblers sentinel more often when a drongo is present, rarely respond to drongo alarm calls, and aggressively displace drongos, with a consequent decline in the number of successful kleptoparasitism events. This behavior represent a facultative response to a kleptoparasite according to the costs versus benefits of tolerating their presence.",NA
"67","Alex 3","maybe","Bell, M. B. V.; Radford, A. N.; Rose, R.; Wade, H. M.; Ridley, A. R.","The value of constant surveillance in a risky environment","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","276","2997","3005","10.1098/rspb.2009.0276","2009","In risky environments, where threats are unpredictable and the quality of information about threats is variable, all individuals face two fundamental challenges: balancing vigilance against other activities, and determining when to respond to warning signals. The solution to both is to obtain continuous estimates of background risk, enabling vigilance to be concentrated during the riskiest periods and informing about the likely cost of ignoring warnings. Human surveillance organizations routinely produce such estimates, frequently derived from indirect cues. Here we show that vigilant individuals in an animal society (the pied babbler, Turdoides bicolor) perform a similar role. We ask (i) whether, in the absence of direct predator threats, pied babbler sentinels react to indirect information associated with increased risk and whether they communicate this information to group mates; (ii) whether group mates use this information to adjust their own vigilance, and whether this influences foraging success; and (iii) whether information provided by sentinels reduces the likelihood of inappropriate responses to alarmcalls. Using playback experiments, we show that: (i) sentinels reacted to indirect predator cues (in the form of heterospecific alarm calls) by giving graded surveillance calls; (ii) foragers adjusted their vigilance in reaction to changes in surveillance calls, with substantial effects on foraging success; and (iii) foragers reduced their probability of responding to alarm calls when surveillance calls indicated lowered risk. These results demonstrate that identifying attacks as they occur is only part of vigilance: equally important is continuous surveillance providing information necessary for individuals to make decisions about their own vigilance and evasive action. Moreover, they suggest that a major benefit of group living is not only the increased likelihood of detecting threats, but a marked improvement in the quality of information available to each individual.",NA
"68","Alex 3","maybe","CONNER, RN; PRATHER, ID; ADKISSON, CS","COMMON RAVEN AND STARLING RELIANCE ON SENTINEL COMMON CROWS","CONDOR","77","517","517","10.2307/1366114","1975","",NA
"69","Alex 3","NO","Platt, Thomas R.; Burnside, Lindsay; Bush, Elizabeth","THE ROLE OF LIGHT AND GRAVITY IN THE EXPERIMENTAL TRANSMISSION OF ECHINOSTOMA CAPRONI (DIGENEA: ECHINOSTOMATIDAE) CERCARIAE TO THE SECOND INTERMEDIATE HOST, BIOMPHALARIA GLABRATA (GASTROPODA: PULMONATA)","JOURNAL OF PARASITOLOGY","95","512","516","10.1645/GE-1779.1","2009","Trematode cercariae inhabit predictable environments and respond to trigger cues with genetically fixed releaser responses when foraging for the upstream host. The effect of light and gravity on the transmission of Echinostoma caproni cercariae to Biomphalaria glabrata was investigated experimentally. Transmission chambers were constructed of clear polyvinyl chloride pipe. Snails were constrained within the chamber to prevent movement, while permitting the cercariae to swim freely. A trial consisted of 2 infected B. glabrata shedding E. caproni cercariae placed at the center of the chamber, with 5 uninfected B. glabrata placed 10 cm on either side (or above and below) of the shedding snails as sentinels. There was no significant difference in the prevalence of infection sentinel snails in either experiment (light vs. dark or top vs. bottom); however, mean intensity was significantly higher in sentinel snails in the dark portion of the chamber (42.5 vs. 10.4; P = 0.001) and the top of the transmission chamber (66.1 vs. 38.0; P = 0.0003). There was a high correlation between the number of metacercariae collected from sentinel snails kind the total number of infective units (metacercariae + unsuccessful cercariae): r = 0.992 (light vs. dark) and r = 0.957 (top vs. bottom), respectively, at cercariae densities estimated from 22 to 3,304/L. The results suggest that cercariae of E. caproni exhibit negative photo- and geotaxis in searching for a second intermediate host. Stereotypical releaser responses to environmental trigger cues (light and gravity) allow E. caproni cercariae to exploit flexible strategies for completing the life cycle consistent with the broad range second intermediate and definitive hosts used by E. caproni cercariae and adults, respectively.",NA
"70","Alex 3","YES","Santema, Peter; Teitel, Zachary; Manser, Marta; Bennett, Nigel; Clutton-Brock, Tim","Effects of cortisol administration on cooperative behavior in meerkat helpers","BEHAVIORAL ECOLOGY","24","1122","1127","10.1093/beheco/art039","2013","Although the ultimate causes for variation in contributions to helping in cooperative breeders are increasingly well understood, the underlying physiological mechanisms remain largely unknown. Recent work has suggested that glucocorticoids may play an important role in the expression of cooperative behavior. Here, we present the first experimental test of the effects of glucocorticoids on helper behavior in a cooperative breeder. Glucocorticoid levels of adult female and male meerkat, Suricata suricatta, helpers were elevated with an intramuscular injection of cortisol (hydrocortisone 21-hemisuccinate sodium salt) dissolved in saline, whereas matched controls simultaneously received an injection of physiological saline. The treatment successfully elevated circulating glucocorticoid levels but did not result in significant changes in pup feeding or sentinel behavior. Females, however, spent less time foraging when glucocorticoid levels were elevated and appeared to spend more time in close proximity to pups. These results provide no evidence that glucocorticoids affect cooperative behaviors but suggest that there may be an effect on foraging effort and affiliation with pups.",NA
"71","Alex 3","NO","PHILLIPS, JB","LEK BEHAVIOR IN BIRDS - DO DISPLAYING MALES REDUCE NEST PREDATION","ANIMAL BEHAVIOUR","39","555","565","10.1016/S0003-3472(05)80422-1","1990","",NA
"72","Alex 3","NO","Altevogt, R.; Davis, T.A.","Nocturnal activity of the turnstone (Arenaria interpres) on South Sentinel (Andaman Islands).","Journal of the Bombay Natural History Society","77","508","510","","1981","",NA
"73","Alex 3","NO","Polk, J.","Yellow-throated warbler at Wyalusing Park.","Passenger Pigeon","44","85","85","","1982","",NA
"74","Alex 3","NO","Villain, Avelyne S.; Fernandez, Marie S. A.; Bouchut, Colette; Soula, Hedi A.; Vignal, Clementine","Songbird mates change their call structure and intrapair communication at the nest in response to environmental noise","ANIMAL BEHAVIOUR","116","113","129","10.1016/j.anbehav.2016.03.009","2016","The coordination of behaviours between mates is a central aspect of the biology of the monogamous pair bonding in birds. This coordination may rely on intrapair acoustic communication, which is surprisingly poorly understood. Here we examined the impact of an increased level of background noise on intrapair acoustic communication at the nest in the zebra finch, Taeniopygia guttata. We monitored how partners adapted their acoustic interactions in response to a playback of wind noise inside the nestbox during incubation. Both zebra finch parents incubate and use coordinated call duets when they meet at the nest. The incubating parent can vocalize to its partner either outside the nestbox (sentinel duets) or inside the nestbox (relief and visit duets), depending on the context of the meeting. Pairs use these duets to communicate on predation threats (sentinel duets), incubation duties (relief) and other nesting activities (visit duets). Each of these duets probably represents a critical component of pair coordination. In response to the noise playback, partners called less and more rapidly during visit and relief duets. Female and male calls were more regularly and precisely alternated during relief duets. Mates increased the number of visit duets and their spatial proximity during sentinel duets. Furthermore, both females and males produced louder, higher-frequency and less broadband calls. Taken together our results show that birds use several strategies to adjust to noise during incubation, underlining the importance of effective intrapair communication for breeding pairs. (c) 2016 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",NA
"75","Alex 3","NO","Torres-Vila, Luis Miguel; Lopez-Calvo, Rafael; Sanchez-Gonzalez, Alvaro; Echevarria-Leon, Emilio; Mendiola-Diaz, Francisco Javier","Cerambyx miles (Coleoptera: Cerambycidae) and Oobius rudnevi (Hymenoptera: Encyrtidae): a new host-parasitoid association revealed by laboratory tests and sentinel eggs in the wild","ANNALES DE LA SOCIETE ENTOMOLOGIQUE DE FRANCE","58","1","10","10.1080/00379271.2021.2016484","2022","The parasitism of the encyrtid wasp Oobius rudnevi (Nowicki, 1928) on the eggs of the longhorn beetle Cerambyx (Cerambyx) miles Bonelli, 1812, is recorded for first time through field and laboratory trials. Field trials with sentinel eggs of C. miles were conducted in SW Spain oak forests in which O. rudnevi was known to occur, using as positive controls sentinel eggs of both Cerambyx (Cerambyx) cerdo Linnaeus, 1758, and Cerambyx (Cerambyx) welensii (Kuster, 1845), the only two O. rudnevi hosts known to date. Laboratory assays were conducted using non-choice tests and choice tests (C. miles vs. C. cerdo). Results showed that C. miles eggs were attacked and successfully parasitised by O. rudnevi in the wild, uncorrected parasitism rates (P-U) being similar to those of C. cerdo and C. welensii (2.2-5.2%), and net parasitism rates (P-N) even significantly higher in C. miles (8.9%) than in C. welensii (3.3%). Interestingly, C. miles sentinel eggs were parasitised in holm oak forests in which C. miles was unknown to occur, suggesting that egg-derived volatile cues were important in host location. In the laboratory, non-choice tests showed no differences in P-N among C. miles, C. cerdo and C. welensii (80-88%), signifying that O. rudnevi performed alike in the three hosts. Choice tests showed that O. rudnevi did not exhibit host preference between C. miles (53%) and C. cerdo (47%). Similar tests proved that eggs of Cerambyx (Microcerambyx) scopolii Fuessly, 1775, and Prinobius myardi Mulsant, 1842, were never selected as hosts by O. rudnevi. Our results and the chorological, ecological and phylogenetic available evidence suggest that O. rudnevi behaves as an oligophagous egg parasitoid, which could be associated to other Cerambyx (s. str.) species over the Western Palaearctic realm.",NA
"76","Alex 3","YES","Piassi, Priscila M.; Batisteli, Augusto F.; Gussoni, Carlos O. A.; Pizo, Marco A.","Effects of the association between Mimus saturninus and Furnarius rufus on their foraging and alert behaviors","ORNITHOLOGY RESEARCH","30","99","103","10.1007/s43388-022-00090-5","2022","Several studies on the social behavior of birds have shown two main benefits of social groups: optimization of foraging and decreasing the risk of predation. We tested whether the association between rufous hornero (Furnarius rufus) and the chalk-browed mockingbird (Mimus saturninus) affects the foraging and alert/sentinel behaviors of both species. We also evaluated the influence of group size on these behaviors. During 60 h of observations on each species, the association was studied in a periurban area in Brazil with scan samplings. The presence of F. rufus increased the frequency of foraging while reducing the time that M. saturninus dedicated to alert/sentinel behaviors. For F. rufus, however, the presence of M. saturninus did not affect the studied behaviors, although a different study pointed out that this species could also benefit from the association with M. saturninus, indicating that both species may occasionally be positively affected by the association with each other.",NA
"77","Alex 3","NO","","Pacific Salmon Commission Sentinel Stocks Committee Final Report 2009-2014.","Pacific Salmon Commission Technical Report","39","1","167","","2018","",NA
"78","Alex 3","NO","Morrow, Monica","Management of the Node-Positive Axilla in Breast Cancer in 2017 Selecting the Right Option","JAMA ONCOLOGY","4","250","251","10.1001/jamaoncol.2017.3625","2018","",NA
"79","Alex 3","NO","Greenop, Arran; Cecelja, Andreas; Woodcock, Ben A.; Wilby, Andrew; Cook, Samantha M.; Pywell, Richard F.","Two common invertebrate predators show varying predation responses to different types of sentinel prey","JOURNAL OF APPLIED ENTOMOLOGY","143","380","386","10.1111/jen.12612","2019","Sentinel prey (an artificially manipulated patch of prey) are widely used to assess the level of predation provided by natural enemies in agricultural systems. Whilst a number of different methodologies are currently in use, little is known about how arthropod predators respond to artificially manipulated sentinel prey in comparison with predation on free-living prey populations. We assessed how attack rates on immobilized (aphids stuck to cards) and artificial (plasticine lepidopteran larvae mimics) sentinel prey differed to predation on free-moving live prey (aphids). Predation was assessed in response to density of the common invertebrate predators, a foliar-active ladybird Harmonia axyridis (Coleoptera: Coccinellidae), and a ground-active beetle Pterostichus madidus (Coleoptera: Carabidae). Significant increases in attack rates were found for the immobilized and artificial prey between the low and high predator density treatments. However, an increased predator density did not significantly reduce numbers of free-living live aphids included in the mesocosms in addition to the alternate prey. We also found no signs of predation on the artificial prey by the predator H. axyridis. These findings suggest that if our assessment of predation had been based solely on the foliar artificial prey, then no increase in predation would have been found in response to increased predator density. Our results demonstrate that predators differentially respond to sentinel prey items which could affect the level of predation recorded where target pest species are not being used.",NA
"80","Alex 3","NO","Ryan, Peter","Calls of sentinel rock thrush.","Promerops","269","16","16","","2007","",NA
"81","Alex 3","maybe","D'ACOSTINO G M; GIOVINAZZO L E; EATON S W","THE SENTINEL CROWS CORVUS-BRACHYRHYNCHOS AS AN EXTENSION OF PARENTAL CARE","Wilson Bulletin","93","394","395","","1981","",NA
"82","Alex 3","NO","Toochaei, Sahel Pakzad; Ghasempouri, Seyed Mahmoud; Bakhtiari, Alireza Riyahi; Khodabandeh, Saber","Using Rock Dove Columba livia as a Sentinel Species in Biomonitoring of Benzo(a)Pyrene.","Podoces","14","10","17","","2019","Pollutants in urban environments can influence on human health and other organisms such as birds living in the same regions. Therefore, the study of these species, as a sentinel, can realized on the health status of urban environments. The present research was conducted to measure Benzo a pyrene (BaP) concentration in different tissues of Rock Dove Columba livia as a sentinel species in in vitro and in vivo conditions. For this purpose, five groups were exposed to different concentrations (0.1, 2.5, 5, 7.5 and 10 mg. kg-1 bw) of BaP. Also, for the comparison of in vitro results with urban conditions, 12 body samples were captured from the Tehran megacity. Results showed different accumulation patterns among the studied groups, which can be due to different intake pathways of pollutants by these birds. According to the results, in case of bioaccumulation factor, the rapid biotransformation rate of BaP in tissues of pigeons might affect their amount. Overall, the fat tissue at first and after that, the muscle tissue of C. livia could serve as a suitable biomonitor for BaP in the Tehran megacity.",NA
"83","Alex 3","NO","Wills, B. D.; Kim, T. N.; Fox, A. F.; Gratton, C.; Landis, D. A.","Reducing Native Ant Abundance Decreases Predation Rates in Midwestern Grasslands","ENVIRONMENTAL ENTOMOLOGY","48","1360","1368","10.1093/ee/nvz127","2019","Diverse and robust predator communities are important for effective prey suppression in natural and managed communities. Ants are ubiquitous components of terrestrial systems but their contributions to natural prey suppression is relatively understudied in temperate regions. Growing evidence suggests that ants can play a significant role in the removal of insect prey within grasslands, but their impact is difficult to separate from that of nonant predators. To test how ants may contribute to prey suppression in grasslands, we used poison baits (with physical exclosures) to selectively reduce the ant population in common garden settings, then tracked ant and nonant ground predator abundance and diversity, and removal of sentinel egg prey for 7 wk. We found that poison baits reduced ant abundance without a significant negative impact on abundance of nonant ground predators, and that a reduction in ant abundance decreased the proportion of sentinel prey eggs removed. Even a modest decrease (similar to 20%) in abundance of several ant species, including the numerically dominant Lasius neoniger Emery (Hymenoptera: Formicidae), significantly reduced sentinel prey removal rates. Our results suggest that ants disproportionately contribute to ground-based predation of arthropod prey in grasslands. Changes in the amount of grasslands on the landscape and its management may have important implications for ant prevalence and natural prey suppression services in agricultural landscapes.",NA
"84","Alex 3","NO","Lozano, Elizabeth B.; Fraley, R. Chris","Put your mask on first to help others: Attachment and sentinel behavior during the COVID-19 pandemic","PERSONALITY AND INDIVIDUAL DIFFERENCES","171","","","10.1016/j.paid.2020.110487","2021","The objective of this research was to learn whether attachment style is related to the ways people try to warn, protect, and care for others during the pandemic and what kinds, if any, personal protective measures they are taking. Data were collected in early May 2020 from 200 Amazon MTurk (AMT) workers who participated in exchange for payment. People who were high in attachment-related anxiety were more likely to behave as sentinels (i.e., warning loved ones to engage in safe practices such as hand washing, wearing a face mask), whereas those high in attachment avoidance were less likely to do so. These findings suggest that insecure attachment may contribute to peoples' willingness to protect themselves and others during the pandemic.",NA
"85","Alex 3","maybe","Burton, N; Yasukawa, K","The predator early warning system of Red-Winged Blackbirds","JOURNAL OF FIELD ORNITHOLOGY","72","106","112","10.1648/0273-8570-72.1.106","2001","Male Red-winged Blackbirds (Agelaius phoeniceus) are known to give alarm calls in response to the approach of a predator, and to encode information about the level of threat in their calling behavior. To determine whether such sentinel males alert females, we conducted a simple field experiment in which we measured the distances at which incubating females flushed from their nests in response to the approach of a human observer. Using a matched-pairs design, we measured flushing distances with a sentinel male present (mean 19.8 m), and when the same male was absent from his territory (mean 10.4 m). Female Red-winged Blackbirds flushed from their nests at significantly greater distances when males were present th;ln when males were absent. These results and those of other studies support the existence of a predator early warning system in the Red-winged Blackbird.",NA
"86","Alex 3","NO","MCINNIS, DO; MACKLEY, JW; PETERSON, RD","NATIVE FLY DISPERSAL IN THE FIELD-EVALUATION OF A PROSPECTIVE FACTORY STRAIN OF THE SCREWWORM, COCHLIOMYIA-HOMINIVORAX (COQUEREL) (DIPTERA, CALLIPHORIDAE)","ENVIRONMENTAL ENTOMOLOGY","14","101","105","10.1093/ee/14.2.101","1985","",NA
"87","Alex 3","NO","GREINER, EC; ALEXANDER, FCM; ROACH, J; STJOHN, VS; KING, TH; TAYLOR, WP; GIBBS, EPJ","BLUETONGUE EPIDEMIOLOGY IN THE CARIBBEAN REGION - SEROLOGICAL AND ENTOMOLOGICAL EVIDENCE FROM A PILOT-STUDY IN BARBADOS","MEDICAL AND VETERINARY ENTOMOLOGY","4","289","295","10.1111/j.1365-2915.1990.tb00442.x","1990","",NA
"88","Alex 3","NO","THOMAS, DB; CHEN, AC","AGE DISTRIBUTION OF ADULT FEMALE SCREWWORMS (DIPTERA, CALLIPHORIDAE) CAPTURED ON SENTINEL ANIMALS IN THE COASTAL LOWLANDS OF GUATEMALA","JOURNAL OF ECONOMIC ENTOMOLOGY","83","1422","1429","10.1093/jee/83.4.1422","1990","",NA
"89","Alex 3","NO","Blaise, Chloe; Mazzia, Christophe; Bischoff, Armin; Millon, Alexandre; Ponel, Philippe; Blight, Olivier","The key role of inter-row vegetation and ants on predation in Mediterranean organic vineyards","AGRICULTURE ECOSYSTEMS & ENVIRONMENT","311","","","10.1016/j.agee.2021.107327","2021","Biodiversity-friendly farming practices are taking centre stage, with herbicide use sparking major public debate on human health. Vegetation cover is increasingly used to enhance agroecosystem biodiversity and functions, providing important ecosystem services like biological pest control. However, further information is required on the relationship between vegetation cover, natural enemies, and pest predation. Using a sentinel prey experiment set up in 26 Mediterranean organic vineyards, we analysed the response of generalist predators, and the associated final predation and dynamics under three inter-row management types: bare soil, one out of two inter rows vegetated and all inter-rows vegetated. Predation on sentinel prey was monitored on the ground and on the vine trunk throughout the daytime and after a night of exposure. Generalist predator abundance was quantified using pitfall traps. Final sentinel prey predation both on vine trunks and on the ground were significantly higher in fully vegetated vineyards, with a shorter prey survival time than in tilled vineyards. Both diurnal and nocturnal predation were significantly related to increased vegetation cover and richness. Moreover, 96 % of the identified predation events involved ants. We demonstrated the key role of vegetation cover in improving the predation function through a spill-over from the inter-row to the grapevine. Contrary to what is commonly observed in agrosystems, we clearly identified ants as the predominant predator both on the ground and on the vine trunk. Our study has important implications for Mediterranean vineyard management, promoting vegetation as a nature-based solution. Sustainable management of vineyard vegetation favouring the natural predator community may contribute to a reduction in pesticide use and fossil fuel consumption.",NA
"90","Alex 3","YES","Eastcott, Emma; Kern, Julie M.; Morris-Drake, Amy; Radford, Andrew N.","Intrapopulation variation in the behavioral responses of dwarf mongooses to anthropogenic noise","BEHAVIORAL ECOLOGY","31","680","691","10.1093/beheco/araa011","2020","Anthropogenic noise is an increasingly widespread pollutant, with a rapidly burgeoning literature demonstrating impacts on humans and other animals, However, most studies have simply considered if there is an effect of noise, examining the overall cohort response. Although substantial evidence exists for intraspecific variation in responses to other anthropogenic disturbances, this possibility has received relatively little experimental attention with respect to noise. Here, we used field-based playbacks with dwarf mongooses (Helogale parvula) to test how traffic noise affects vigilance behavior and to examine potential variation between individuals of different age class, sex, and dominance status. Foragers exhibited a stronger immediate reaction and increased their subsequent vigilance (both that on the ground and as a sentinel) in response to traffic-noise playback compared with ambient-sound playback. Traffic-noise playback also resulted in sentinels conducting longer bouts and being more likely to change post height or location than in ambient-sound playback. Moreover, there was evidence of variation in noise responses with respect to age class and dominance status but not sex. In traffic noise, foraging pups were more likely to flee and were slower to resume foraging than adults; they also tended to increase their vigilance more than adults. Dominants were more likely than subordinates to move post during sentinel bouts conducted in traffic-noise trials. Our findings suggest that the vigilance-foraging trade-off is affected by traffic noise but that individuals differ in how they respond. Future work should, therefore, consider intra-population response variation to understand fully the population-wide effects of this global pollutant.",NA
"91","Alex 3","NO","Quinn, Nicole F.; Duan, Jian J.; Elkinton, Joseph","Monitoring the impact of introduced emerald ash borer parasitoids: factors affecting Oobius agrili dispersal and parasitization of sentinel host eggs","BIOCONTROL","67","387","394","10.1007/s10526-022-10149-3","2022","Emerald ash borer (EAB) Agrilus planipennis Fairmaire (Coleoptera: Buprestidae) is an invasive, wood-boring pest of North American ash trees (Fraxinus spp.). Oobius agrili Zhang and Huang (Hymenoptera: Encyrtidae), a solitary egg parasitoid, was one of the several parasitoids introduced from the pest's native Northeast Asian range to the USA for EAB classical biocontrol. Since its introduction, this agent has been released over 31 states against EAB, yet determination of the spread and impact of this parasitoid has proved difficult partly because of its small size and cryptic host eggs. The present study examines the dispersal distance and parasitism of O. agrili shortly after release, as well as the impact of host's food plants (trees), where the host eggs were deployed. Sentinel EAB eggs were deployed on pairs of green ash (Fraxinus pensylvanica) and white fringe (Chionanthus virginicus) trees in circles around the release point up to 45 m away. After 48 or 120 h, the eggs were retrieved and examined for parasitism. There was no significant difference in observed parasitism by distance or tree species. However, significantly more EAB eggs were parasitized in the longer deployment compared to the shorter deployment. These findings suggest that sentinel EAB eggs may be deployed on ash or white fringe trees to effectively monitor the establishment and spread of O. agrili. Future studies using sentinel host eggs in natural ash stands may yield further insights into the spread rate of O. agrili post-release and its effectiveness in suppressing the targeted pest populations over time.",NA
"92","Alex 3","NO","MANGAN, RL; THOMAS, DB; WELCH, JB","ESTIMATION OF NATIVE SCREWWORM (CALLIPHORIDAE, DIPTERA) REPRODUCTIVE ACTIVITY BY RELEASE AND RECAPTURE OF STERILE FEMALES","ENVIRONMENTAL ENTOMOLOGY","19","808","814","10.1093/ee/19.3.808","1990","",NA
