Observation.id,Duration,ID,CODED_G.ENV,G.Env,CODED_NB_CROWS,Number.of.Crows,CODED_BAIT,Baited,CODED_SENTINEL,Sentinel,Behavior,CODED_BEHAVIOR
041 - FVM - 7 crows - Baited,0.5,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.258,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.499,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.998,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.754,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,1.746,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.999,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.5,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.252,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.253,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.741,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.745,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,1.263,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.253,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.5,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.999,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,1,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.498,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.499,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.507,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.742,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.755,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.732,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.743,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,2.226,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,5.264,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,11.243,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,2.762,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,1.496,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.246,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.255,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,2.504,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.756,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,1.248,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,1.004,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,1.492,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,3.498,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.998,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.244,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.758,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.999,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.497,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.501,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,1.004,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.995,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.5,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.236,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.755,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.243,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.501,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.24,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.242,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.497,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.238,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.255,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.498,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,1.74,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.743,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.257,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.498,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,1.496,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.243,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.501,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,1.003,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.499,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.5,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.242,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,1.001,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.5,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.255,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.26,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.237,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.497,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.241,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.503,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.244,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.255,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,1.496,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.001,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.26,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.74,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.74,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.255,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.742,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.744,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.501,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.241,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.498,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.745,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.242,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,1.002,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.253,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.5,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.242,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.255,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.242,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.739,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.499,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.741,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.245,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.5,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.498,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.757,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.499,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.738,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,1.002,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.501,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,1,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,5.498,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.5,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.255,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.498,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.5,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,1.248,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.762,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,1.736,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,1.999,41,0,Green Area,1,5,1,Y,1,Y,HU,2
041 - FVM - 7 crows - Baited,0.237,41,0,Green Area,1,5,1,Y,1,Y,HU,2
042 - CIBC PLot - 2 crows - Baited,0.237,42,1,Commercial,0,2,1,Y,1,Y,HU,2
042 - CIBC PLot - 2 crows - Baited,1.258,42,1,Commercial,0,2,1,Y,1,Y,HU,2
042 - CIBC PLot - 2 crows - Baited,3.499,42,1,Commercial,0,2,1,Y,1,Y,HU,2
042 - CIBC PLot - 2 crows - Baited,1.24,42,1,Commercial,0,2,1,Y,1,Y,HU,2
042 - CIBC PLot - 2 crows - Baited,2.757,42,1,Commercial,0,2,1,Y,1,Y,HU,2
042 - CIBC PLot - 2 crows - Baited,0.239,42,1,Commercial,0,2,1,Y,1,Y,HU,2
042 - CIBC PLot - 2 crows - Baited,2.747,42,1,Commercial,0,2,1,Y,1,Y,HU,2
042 - CIBC PLot - 2 crows - Baited,1.527,42,1,Commercial,0,2,1,Y,1,Y,HU,2
042 - CIBC PLot - 2 crows - Baited,3.754,42,1,Commercial,0,2,1,Y,1,Y,HU,2
042 - CIBC PLot - 2 crows - Baited,1.251,42,1,Commercial,0,2,1,Y,1,Y,HU,2
042 - CIBC PLot - 2 crows - Baited,1.014,42,1,Commercial,0,2,1,Y,1,Y,HU,2
042 - CIBC PLot - 2 crows - Baited,2.756,42,1,Commercial,0,2,1,Y,1,Y,HU,2
042 - CIBC PLot - 2 crows - Baited,1.76,42,1,Commercial,0,2,1,Y,1,Y,HU,2
042 - CIBC PLot - 2 crows - Baited,0.754,42,1,Commercial,0,2,1,Y,1,Y,HU,2
043 - Ontario Bodyshop PLot - 2 crows - Baited,2.7,43,1,Commercial,0,2,1,Y,1,Y,HU,2
043 - Ontario Bodyshop PLot - 2 crows - Baited,0.762,43,1,Commercial,0,2,1,Y,1,Y,HU,2
043 - Ontario Bodyshop PLot - 2 crows - Baited,1.501,43,1,Commercial,0,2,1,Y,1,Y,HU,2
043 - Ontario Bodyshop PLot - 2 crows - Baited,0.248,43,1,Commercial,0,2,1,Y,1,Y,HU,2
043 - Ontario Bodyshop PLot - 2 crows - Baited,1.75,43,1,Commercial,0,2,1,Y,1,Y,HU,2
043 - Ontario Bodyshop PLot - 2 crows - Baited,6.745,43,1,Commercial,0,2,1,Y,1,Y,HU,2
043-2 - Esso PLot - 25 crows - Baited,1.501,43,1,Commercial,1,10,1,Y,1,Y,HU,2
043-2 - Esso PLot - 25 crows - Baited,0.998,43,1,Commercial,1,10,1,Y,1,Y,HU,2
043-2 - Esso PLot - 25 crows - Baited,3.999,43,1,Commercial,1,10,1,Y,1,Y,HU,2
043-2 - Esso PLot - 25 crows - Baited,3.499,43,1,Commercial,1,10,1,Y,1,Y,HU,2
043-2 - Esso PLot - 25 crows - Baited,1.25,43,1,Commercial,1,10,1,Y,1,Y,HU,2
043-2 - Esso PLot - 25 crows - Baited,0.25,43,1,Commercial,1,10,1,Y,1,Y,HU,2
043-2 - Esso PLot - 25 crows - Baited,0.499,43,1,Commercial,1,10,1,Y,1,Y,HU,2
043-2 - Esso PLot - 25 crows - Baited,2.5,43,1,Commercial,1,10,1,Y,1,Y,HU,2
043-2 - Esso PLot - 25 crows - Baited,2.749,43,1,Commercial,1,10,1,Y,1,Y,HU,2
043-2 - Esso PLot - 25 crows - Baited,3.249,43,1,Commercial,1,10,1,Y,1,Y,HU,2
043-2 - Esso PLot - 25 crows - Baited,1.008,43,1,Commercial,1,10,1,Y,1,Y,HU,2
043-2 - Esso PLot - 25 crows - Baited,1.749,43,1,Commercial,1,10,1,Y,1,Y,HU,2
043-2 - Esso PLot - 25 crows - Baited,0.998,43,1,Commercial,1,10,1,Y,1,Y,HU,2
043-2 - Esso PLot - 25 crows - Baited,0.001,43,1,Commercial,1,10,1,Y,1,Y,HU,2
043-2 - Esso PLot - 25 crows - Baited,0.5,43,1,Commercial,1,10,1,Y,1,Y,HU,2
043-2 - Esso PLot - 25 crows - Baited,1.242,43,1,Commercial,1,10,1,Y,1,Y,HU,2
043-2 - Esso PLot - 25 crows - Baited,0.499,43,1,Commercial,1,10,1,Y,1,Y,HU,2
043-2 - Esso PLot - 25 crows - Baited,1.25,43,1,Commercial,1,10,1,Y,1,Y,HU,2
043-2 - Esso PLot - 25 crows - Baited,5.104,43,1,Commercial,1,10,1,Y,1,Y,HU,2
043-2 - Esso PLot - 25 crows - Baited,0.748,43,1,Commercial,1,10,1,Y,1,Y,HU,2
043-2 - Esso PLot - 25 crows - Baited,3.498,43,1,Commercial,1,10,1,Y,1,Y,HU,2
043-2 - Esso PLot - 25 crows - Baited,3.496,43,1,Commercial,1,10,1,Y,1,Y,HU,2
045 - Ontario Esso - 5 crows - Baited,0.252,45,1,Commercial,0,2,1,Y,1,Y,HU,2
045 - Ontario Esso - 5 crows - Baited,2.517,45,1,Commercial,0,2,1,Y,1,Y,HU,2
045 - Ontario Esso - 5 crows - Baited,1.501,45,1,Commercial,0,2,1,Y,1,Y,HU,2
045 - Ontario Esso - 5 crows - Baited,1.264,45,1,Commercial,0,2,1,Y,1,Y,HU,2
045 - Ontario Esso - 5 crows - Baited,0.998,45,1,Commercial,0,2,1,Y,1,Y,HU,2
045 - Ontario Esso - 5 crows - Baited,0.211,45,1,Commercial,0,2,1,Y,1,Y,HU,2
045 - Ontario Esso - 5 crows - Baited,2.22,45,1,Commercial,0,2,1,Y,1,Y,HU,2
045 - Ontario Esso - 5 crows - Baited,1.999,45,1,Commercial,0,2,1,Y,1,Y,HU,2
045 - Ontario Esso - 5 crows - Baited,0.498,45,1,Commercial,0,2,1,Y,1,Y,HU,2
045 - Ontario Esso - 5 crows - Baited,0.498,45,1,Commercial,0,2,1,Y,1,Y,HU,2
045 - Ontario Esso - 5 crows - Baited,0.747,45,1,Commercial,0,2,1,Y,1,Y,HU,2
045 - Ontario Esso - 5 crows - Baited,0.263,45,1,Commercial,0,2,1,Y,1,Y,HU,2
045 - Ontario Esso - 5 crows - Baited,4.499,45,1,Commercial,0,2,1,Y,1,Y,HU,2
045 - Ontario Esso - 5 crows - Baited,0.762,45,1,Commercial,0,2,1,Y,1,Y,HU,2
045 - Ontario Esso - 5 crows - Baited,1.263,45,1,Commercial,0,2,1,Y,1,Y,HU,2
045 - Ontario Esso - 5 crows - Baited,0.238,45,1,Commercial,0,2,1,Y,1,Y,HU,2
045 - Ontario Esso - 5 crows - Baited,0.762,45,1,Commercial,0,2,1,Y,1,Y,HU,2
020 - FVM - 2 crows - No Bait,2.747,20,0,Green Area,0,2,0,N,0,N,HU,2
020 - FVM - 2 crows - No Bait,1.247,20,0,Green Area,0,2,0,N,0,N,HU,2
020 - FVM - 2 crows - No Bait,13.239,20,0,Green Area,0,2,0,N,0,N,HU,2
020 - FVM - 2 crows - No Bait,1.751,20,0,Green Area,0,2,0,N,0,N,HU,2
020 - FVM - 2 crows - No Bait,0.249,20,0,Green Area,0,2,0,N,0,N,HU,2
020 - FVM - 2 crows - No Bait,0.001,20,0,Green Area,0,2,0,N,0,N,HU,2
020 - FVM - 2 crows - No Bait,3.25,20,0,Green Area,0,2,0,N,0,N,HU,2
020 - FVM - 2 crows - No Bait,0.497,20,0,Green Area,0,2,0,N,0,N,HU,2
020 - FVM - 2 crows - No Bait,0.497,20,0,Green Area,0,2,0,N,0,N,HU,2
020 - FVM - 2 crows - No Bait,0.748,20,0,Green Area,0,2,0,N,0,N,HU,2
020 - FVM - 2 crows - No Bait,0.748,20,0,Green Area,0,2,0,N,0,N,HU,2
020 - FVM - 2 crows - No Bait,0.495,20,0,Green Area,0,2,0,N,0,N,HU,2
020 - FVM - 2 crows - No Bait,1.51,20,0,Green Area,0,2,0,N,0,N,HU,2
020 - FVM - 2 crows - No Bait,0.751,20,0,Green Area,0,2,0,N,0,N,HU,2
020 - FVM - 2 crows - No Bait,0.001,20,0,Green Area,0,2,0,N,0,N,HU,2
020 - FVM - 2 crows - No Bait,0.908,20,0,Green Area,0,2,0,N,0,N,HU,2
020 - FVM - 2 crows - No Bait,5.549,20,0,Green Area,0,2,0,N,0,N,HU,2
020 - FVM - 2 crows - No Bait,2.005,20,0,Green Area,0,2,0,N,0,N,HU,2
024 - FVM - 2 crows - No Bait,4.998,24,0,Green Area,0,2,0,N,0,N,HU,2
024 - FVM - 2 crows - No Bait,8.777,24,0,Green Area,0,2,0,N,0,N,HU,2
024 - FVM - 2 crows - No Bait,4.002,24,0,Green Area,0,2,0,N,0,N,HU,2
024 - FVM - 2 crows - No Bait,1.992,24,0,Green Area,0,2,0,N,0,N,HU,2
024 - FVM - 2 crows - No Bait,1.992,24,0,Green Area,0,2,0,N,0,N,HU,2
024 - FVM - 2 crows - No Bait,12.245,24,0,Green Area,0,2,0,N,0,N,HU,2
024 - FVM - 2 crows - No Bait,2.287,24,0,Green Area,0,2,0,N,0,N,HU,2
024 - FVM - 2 crows - No Bait,14.728,24,0,Green Area,0,2,0,N,0,N,HU,2
024 - FVM - 2 crows - No Bait,6.231,24,0,Green Area,0,2,0,N,0,N,HU,2
024 - FVM - 2 crows - No Bait,9.997,24,0,Green Area,0,2,0,N,0,N,HU,2
024 - FVM - 2 crows - No Bait,5.275,24,0,Green Area,0,2,0,N,0,N,HU,2
024 - FVM - 2 crows - No Bait,5.489,24,0,Green Area,0,2,0,N,0,N,HU,2
025 - FVM - 2 crows - Baited,1.001,25,0,Green Area,0,1,1,Y,0,N,HU,2
025 - FVM - 2 crows - Baited,2.998,25,0,Green Area,0,1,1,Y,0,N,HU,2
025 - FVM - 2 crows - Baited,0.499,25,0,Green Area,0,1,1,Y,0,N,HU,2
025 - FVM - 2 crows - Baited,0.749,25,0,Green Area,0,1,1,Y,0,N,HU,2
025 - FVM - 2 crows - Baited,0.001,25,0,Green Area,0,1,1,Y,0,N,HU,2
025 - FVM - 2 crows - Baited,1.007,25,0,Green Area,0,1,1,Y,0,N,HU,2
025 - FVM - 2 crows - Baited,0.746,25,0,Green Area,0,1,1,Y,0,N,HU,2
025 - FVM - 2 crows - Baited,2.499,25,0,Green Area,0,1,1,Y,0,N,HU,2
025 - FVM - 2 crows - Baited,0.998,25,0,Green Area,0,1,1,Y,0,N,HU,2
025 - FVM - 2 crows - Baited,1.5,25,0,Green Area,0,1,1,Y,0,N,HU,2
025 - FVM - 2 crows - Baited,1.99,25,0,Green Area,0,1,1,Y,0,N,HU,2
025 - FVM - 2 crows - Baited,2.499,25,0,Green Area,0,1,1,Y,0,N,HU,2
025 - FVM - 2 crows - Baited,0.49,25,0,Green Area,0,1,1,Y,0,N,HU,2
025 - FVM - 2 crows - Baited,1.5,25,0,Green Area,0,1,1,Y,0,N,HU,2
025 - FVM - 2 crows - Baited,0.235,25,0,Green Area,0,1,1,Y,0,N,HU,2
025 - FVM - 2 crows - Baited,0.491,25,0,Green Area,0,1,1,Y,0,N,HU,2
025 - FVM - 2 crows - Baited,1.251,25,0,Green Area,0,1,1,Y,0,N,HU,2
025 - FVM - 2 crows - Baited,1.499,25,0,Green Area,0,1,1,Y,0,N,HU,2
025 - FVM - 2 crows - Baited,4.024,25,0,Green Area,0,1,1,Y,0,N,HU,2
025 - FVM - 2 crows - Baited,1.498,25,0,Green Area,0,1,1,Y,0,N,HU,2
025 - FVM - 2 crows - Baited,2.002,25,0,Green Area,0,1,1,Y,0,N,HU,2
027 - FVM - 2 crows - Baited,5.153,27,0,Green Area,0,1,1,Y,0,N,HU,2
027 - FVM - 2 crows - Baited,10.499,27,0,Green Area,0,1,1,Y,0,N,HU,2
027 - FVM - 2 crows - Baited,1.5,27,0,Green Area,0,1,1,Y,0,N,HU,2
027 - FVM - 2 crows - Baited,0.513,27,0,Green Area,0,1,1,Y,0,N,HU,2
027 - FVM - 2 crows - Baited,0.998,27,0,Green Area,0,1,1,Y,0,N,HU,2
027 - FVM - 2 crows - Baited,1.583,27,0,Green Area,0,1,1,Y,0,N,HU,2
027 - FVM - 2 crows - Baited,0.507,27,0,Green Area,0,1,1,Y,0,N,HU,2
027 - FVM - 2 crows - Baited,4.495,27,0,Green Area,0,1,1,Y,0,N,HU,2
027 - FVM - 2 crows - Baited,2.486,27,0,Green Area,0,1,1,Y,0,N,HU,2
027 - FVM - 2 crows - Baited,2.724,27,0,Green Area,0,1,1,Y,0,N,HU,2
027 - FVM - 2 crows - Baited,4.503,27,0,Green Area,0,1,1,Y,0,N,HU,2
027 - FVM - 2 crows - Baited,0.498,27,0,Green Area,0,1,1,Y,0,N,HU,2
027 - FVM - 2 crows - Baited,0.268,27,0,Green Area,0,1,1,Y,0,N,HU,2
027 - FVM - 2 crows - Baited,1,27,0,Green Area,0,1,1,Y,0,N,HU,2
027 - FVM - 2 crows - Baited,6.019,27,0,Green Area,0,1,1,Y,0,N,HU,2
027 - FVM - 2 crows - Baited,3.505,27,0,Green Area,0,1,1,Y,0,N,HU,2
027 - FVM - 2 crows - Baited,24.771,27,0,Green Area,0,1,1,Y,0,N,HU,2
027 - FVM - 2 crows - Baited,1.503,27,0,Green Area,0,1,1,Y,0,N,HU,2
027 - FVM - 2 crows - Baited,0.994,27,0,Green Area,0,1,1,Y,0,N,HU,2
027 - FVM - 2 crows - Baited,2.492,27,0,Green Area,0,1,1,Y,0,N,HU,2
027 - FVM - 2 crows - Baited,0.499,27,0,Green Area,0,1,1,Y,0,N,HU,2
027 - FVM - 2 crows - Baited,0.996,27,0,Green Area,0,1,1,Y,0,N,HU,2
029 - FVM - 2 crows - Baited,1.234,29,0,Green Area,0,2,1,Y,0,N,HU,2
029 - FVM - 2 crows - Baited,1.73,29,0,Green Area,0,2,1,Y,0,N,HU,2
029 - FVM - 2 crows - Baited,0.995,29,0,Green Area,0,2,1,Y,0,N,HU,2
029 - FVM - 2 crows - Baited,1.979,29,0,Green Area,0,2,1,Y,0,N,HU,2
029 - FVM - 2 crows - Baited,0.999,29,0,Green Area,0,2,1,Y,0,N,HU,2
029 - FVM - 2 crows - Baited,3.275,29,0,Green Area,0,2,1,Y,0,N,HU,2
029 - FVM - 2 crows - Baited,4.978,29,0,Green Area,0,2,1,Y,0,N,HU,2
029 - FVM - 2 crows - Baited,0.999,29,0,Green Area,0,2,1,Y,0,N,HU,2
029 - FVM - 2 crows - Baited,0.494,29,0,Green Area,0,2,1,Y,0,N,HU,2
029 - FVM - 2 crows - Baited,7.504,29,0,Green Area,0,2,1,Y,0,N,HU,2
029 - FVM - 2 crows - Baited,1.496,29,0,Green Area,0,2,1,Y,0,N,HU,2
029 - FVM - 2 crows - Baited,0.248,29,0,Green Area,0,2,1,Y,0,N,HU,2
029 - FVM - 2 crows - Baited,9.237,29,0,Green Area,0,2,1,Y,0,N,HU,2
029 - FVM - 2 crows - Baited,39.047,29,0,Green Area,0,2,1,Y,0,N,HU,2
029 - FVM - 2 crows - Baited,1.998,29,0,Green Area,0,2,1,Y,0,N,HU,2
029 - FVM - 2 crows - Baited,1.006,29,0,Green Area,0,2,1,Y,0,N,HU,2
029 - FVM - 2 crows - Baited,4.239,29,0,Green Area,0,2,1,Y,0,N,HU,2
029 - FVM - 2 crows - Baited,0.803,29,0,Green Area,0,2,1,Y,0,N,HU,2
029 - FVM - 2 crows - Baited,1.248,29,0,Green Area,0,2,1,Y,0,N,HU,2
029 - FVM - 2 crows - Baited,1.003,29,0,Green Area,0,2,1,Y,0,N,HU,2
029 - FVM - 2 crows - Baited,0.768,29,0,Green Area,0,2,1,Y,0,N,HU,2
029 - FVM - 2 crows - Baited,1.233,29,0,Green Area,0,2,1,Y,0,N,HU,2
029 - FVM - 2 crows - Baited,2.713,29,0,Green Area,0,2,1,Y,0,N,HU,2
029 - FVM - 2 crows - Baited,1.743,29,0,Green Area,0,2,1,Y,0,N,HU,2
029 - FVM - 2 crows - Baited,1.492,29,0,Green Area,0,2,1,Y,0,N,HU,2
029 - FVM - 2 crows - Baited,2.727,29,0,Green Area,0,2,1,Y,0,N,HU,2
029 - FVM - 2 crows - Baited,1.032,29,0,Green Area,0,2,1,Y,0,N,HU,2
029 - FVM - 2 crows - Baited,2.709,29,0,Green Area,0,2,1,Y,0,N,HU,2
029 - FVM - 2 crows - Baited,0.738,29,0,Green Area,0,2,1,Y,0,N,HU,2
